"","x"
"1",0.476970070246663
"2",0.569017619155181
"3",0.473321566171988
"4",0.47476469597553
"5",0.604895453795282
"6",0.47799020652676
"7",0.439971948818905
"8",0.361510783300446
"9",0.503219299599576
"10",0.536590871761095
"11",0.419106551059714
"12",0.451231582453305
"13",0.676867407801784
"14",0.667182720692842
"15",0.493860195774929
"16",0.45055616532752
"17",0.506881203811392
"18",0.522875021086402
"19",0.425552107454503
"20",0.497550446447524
"21",0.41436749940705
"22",0.458043086235253
"23",0.383292679532308
"24",0.596953039603228
"25",0.594471096035809
"26",0.365798794055254
"27",0.500636158273002
"28",0.412016960171123
"29",0.39577498850905
"30",0.510082658196032
"31",0.503100449397149
"32",0.563323945745833
"33",0.565045974437629
"34",0.362863043379331
"35",0.38154697044605
"36",0.562522387647794
"37",0.473317290352228
"38",0.549990148786242
"39",0.499432523854918
"40",0.513515265116392
"41",0.476277915294336
"42",0.386767892819876
"43",0.545778945852957
"44",0.556746161886991
"45",0.596152813835368
"46",0.510298004302814
"47",0.591511819558753
"48",0.457565973175174
"49",0.496824994839202
"50",0.444975451049062
"51",0.517249713620786
"52",0.349991703250877
"53",0.397606234451017
"54",0.436162254295687
"55",0.442927781224223
"56",0.432817802343148
"57",0.458572411952022
"58",0.463290641163129
"59",0.541837436028477
"60",0.52058116241125
"61",0.477606677237799
"62",0.463504459005335
"63",0.604365283947411
"64",0.489742354623195
"65",0.615231640696762
"66",0.370809320809574
"67",0.469783901586139
"68",0.54541576160617
"69",0.372079839217116
"70",0.501853413501076
"71",0.480790294149859
"72",0.436461897905545
"73",0.451263740079533
"74",0.516528769597092
"75",0.490831026365353
"76",0.364361237764673
"77",0.479561535922502
"78",0.481956223987898
"79",0.564646550705192
"80",0.492259191008042
"81",0.515128064749224
"82",0.479423873878922
"83",0.51957559292068
"84",0.414064926637021
"85",0.529336480270775
"86",0.454573397974061
"87",0.564034621545623
"88",0.486987662850301
"89",0.470442213504764
"90",0.454770206487416
"91",0.552933192484415
"92",0.37246374329451
"93",0.541369331157714
"94",0.591803898854225
"95",0.453195029059517
"96",0.445453524875545
"97",0.443733479351026
"98",0.516906287498194
"99",0.477675017591583
"100",0.511209084838282
"101",0.427546403363014
"102",0.667766175585614
"103",0.51445038841244
